portfolio_value,probability_convolution,probability_bruteforce,difference,cumulative_convolution,cumulative_bruteforce
213.09,0.000000000000,0.000000000000,0.000000000000e+00,0.000165968103,0.000165968103
213.54,0.000000000000,0.000000000000,0.000000000000e+00,0.000165968103,0.000165968103
213.87,0.000000000000,0.000000000000,0.000000000000e+00,0.000165968103,0.000165968103
214.20,0.000000000000,0.000000000000,0.000000000000e+00,0.000165968103,0.000165968103
221.53,0.000000011191,0.000000011191,0.000000000000e+00,0.000165979294,0.000165979294
221.87,0.000000026505,0.000000026505,0.000000000000e+00,0.000166005799,0.000166005799
224.87,0.000000033573,0.000000033573,0.000000000000e+00,0.000166039372,0.000166039372
225.33,0.000000037107,0.000000037107,0.000000000000e+00,0.000166076479,0.000166076479
227.49,0.000000111910,0.000000111910,0.000000000000e+00,0.000166188389,0.000166188389
228.04,0.000000063612,0.000000063612,0.000000000000e+00,0.000166252001,0.000166252001
229.56,0.000000083835,0.000000083835,0.000000000000e+00,0.000166335836,0.000166335836
229.63,0.000000111910,0.000000111910,0.000000000000e+00,0.000166447746,0.000166447746
230.24,0.000000143127,0.000000143127,0.000000000000e+00,0.000166590873,0.000166590873
231.76,0.000000008835,0.000000008835,0.000000000000e+00,0.000166599708,0.000166599708
231.83,0.000000134292,0.000000134292,0.000000000000e+00,0.000166734000,0.000166734000
232.52,0.000000355167,0.000000355167,0.000000000000e+00,0.000167089167,0.000167089167
233.45,0.000000134292,0.000000134292,0.000000000000e+00,0.000167223459,0.000167223459
234.19,0.000000984219,0.000000984219,0.000000000000e+00,0.000168207678,0.000168207678
234.52,0.000000593123,0.000000593123,0.000000000000e+00,0.000168800801,0.000168800801
235.10,0.000000026505,0.000000026505,0.000000000000e+00,0.000168827306,0.000168827306
235.22,0.000000012369,0.000000012369,0.000000000000e+00,0.000168839675,0.000168839675
235.30,0.000014111262,0.000014111262,0.000000000000e+00,0.000182950937,0.000182950937
235.61,0.000002070335,0.000002070335,0.000000000000e+00,0.000185021272,0.000185021272
236.31,0.000008135857,0.000008135857,0.000000000000e+00,0.000193157129,0.000193157129
236.43,0.000001595601,0.000001595601,0.000000000000e+00,0.000194752730,0.000194752730
237.01,0.000092930064,0.000092930064,0.000000000000e+00,0.000287682794,0.000287682794
237.15,0.000000190836,0.000000190836,0.000000000000e+00,0.000287873630,0.000287873630
237.57,0.000006871274,0.000006871274,0.000000000000e+00,0.000294744904,0.000294744904
237.72,0.000000088350,0.000000088350,0.000000000000e+00,0.000294833254,0.000294833254
237.88,0.000000040641,0.000000040641,0.000000000000e+00,0.000294873895,0.000294873895
237.93,0.000000021204,0.000000021204,0.000000000000e+00,0.000294895099,0.000294895099
237.99,0.000000425258,0.000000425258,0.000000000000e+00,0.000295320357,0.000295320357
238.40,0.000000156674,0.000000156674,0.000000000000e+00,0.000295477031,0.000295477031
238.46,0.000000022971,0.000000022971,0.000000000000e+00,0.000295500002,0.000295500002
238.56,0.000000037107,0.000000037107,0.000000000000e+00,0.000295537109,0.000295537109
238.82,0.000000055955,0.000000055955,0.000000000000e+00,0.000295593064,0.000295593064
238.88,0.000000010602,0.000000010602,0.000000000000e+00,0.000295603666,0.000295603666
239.13,0.000000011191,0.000000011191,0.000000000000e+00,0.000295614857,0.000295614857
239.31,0.000000007068,0.000000007068,0.000000000000e+00,0.000295621925,0.000295621925
239.43,0.000000033573,0.000000033573,0.000000000000e+00,0.000295655498,0.000295655498
239.45,0.000000027945,0.000000027945,0.000000000000e+00,0.000295683443,0.000295683443
239.74,0.000000003534,0.000000003534,0.000000000000e+00,0.000295686977,0.000295686977
239.86,0.000000088350,0.000000088350,0.000000000000e+00,0.000295775327,0.000295775327
240.06,0.000000001767,0.000000001767,0.000000000000e+00,0.000295777094,0.000295777094
240.13,0.000000047709,0.000000047709,0.000000000000e+00,0.000295824803,0.000295824803
240.24,0.000000479274,0.000000479274,0.000000000000e+00,0.000296304077,0.000296304077
240.37,0.000000001767,0.000000001767,0.000000000000e+00,0.000296305844,0.000296305844
241.18,0.000000123690,0.000000123690,0.000000000000e+00,0.000296429534,0.000296429534
241.27,0.000000063612,0.000000063612,0.000000000000e+00,0.000296493146,0.000296493146
242.06,0.000000106020,0.000000106020,0.000000000000e+00,0.000296599166,0.000296599166
242.41,0.000000118389,0.000000118389,0.000000000000e+00,0.000296717555,0.000296717555
242.79,0.000000083835,0.000000083835,0.000000000000e+00,0.000296801390,0.000296801390
243.32,0.000000123690,0.000000123690,0.000000000000e+00,0.000296925080,0.000296925080
243.47,0.000000143127,0.000000143127,0.000000000000e+00,0.000297068207,0.000297068207
243.68,0.000000106020,0.000000106020,0.000000000000e+00,0.000297174227,0.000297174227
243.86,0.000000066585,0.000000066585,0.000000000000e+00,0.000297240812,0.000297240812
243.89,0.000000212040,0.000000212040,0.000000000000e+00,0.000297452852,0.000297452852
244.08,0.000000328073,0.000000328073,0.000000000000e+00,0.000297780925,0.000297780925
244.75,0.000000468255,0.000000468255,0.000000000000e+00,0.000298249180,0.000298249180
245.19,0.000004703754,0.000004703754,0.000000000000e+00,0.000302952934,0.000302952934
245.41,0.000000279450,0.000000279450,0.000000000000e+00,0.000303232384,0.000303232384
245.50,0.000000115425,0.000000115425,0.000000000000e+00,0.000303347809,0.000303347809
245.52,0.000000148428,0.000000148428,0.000000000000e+00,0.000303496237,0.000303496237
245.75,0.000000355167,0.000000355167,0.000000000000e+00,0.000303851404,0.000303851404
245.84,0.000001634475,0.000001634475,0.000000000000e+00,0.000305485879,0.000305485879
246.03,0.000000212040,0.000000212040,0.000000000000e+00,0.000305697919,0.000305697919
246.09,0.000000477090,0.000000477090,0.000000000000e+00,0.000306175009,0.000306175009
246.32,0.000000531867,0.000000531867,0.000000000000e+00,0.000306706876,0.000306706876
246.54,0.000006423045,0.000006423045,0.000000000000e+00,0.000313129921,0.000313129921
246.68,0.000000013938,0.000000013938,0.000000000000e+00,0.000313143859,0.000313143859
247.04,0.000000063612,0.000000063612,0.000000000000e+00,0.000313207471,0.000313207471
247.14,0.000000148428,0.000000148428,0.000000000000e+00,0.000313355899,0.000313355899
247.24,0.000073365840,0.000073365840,0.000000000000e+00,0.000386721739,0.000386721739
247.42,0.000000984219,0.000000984219,0.000000000000e+00,0.000387705958,0.000387705958
247.55,0.000000279450,0.000000279450,0.000000000000e+00,0.000387985408,0.000387985408
247.77,0.000000013547,0.000000013547,0.000000000000e+00,0.000387998955,0.000387998955
247.80,0.000005424690,0.000005424690,0.000000000000e+00,0.000393423645,0.000393423645
248.21,0.000000655557,0.000000655557,0.000000000000e+00,0.000394079202,0.000394079202
248.22,0.000000335730,0.000000335730,0.000000000000e+00,0.000394414932,0.000394414932
248.23,0.000000731538,0.000000731538,1.058791184068e-22,0.000395146470,0.000395146470
248.35,0.000000007657,0.000000007657,0.000000000000e+00,0.000395154127,0.000395154127
248.37,0.000001183890,0.000001183890,0.000000000000e+00,0.000396338017,0.000396338017
248.53,0.000014111262,0.000014111262,0.000000000000e+00,0.000410449279,0.000410449279
248.63,0.000000123690,0.000000123690,0.000000000000e+00,0.000410572969,0.000410572969
248.77,0.000000003534,0.000000003534,0.000000000000e+00,0.000410576503,0.000410576503
248.99,0.000000002622,0.000000002622,0.000000000000e+00,0.000410579125,0.000410579125
249.05,0.000000044175,0.000000044175,0.000000000000e+00,0.000410623300,0.000410623300
249.20,0.000000002356,0.000000002356,0.000000000000e+00,0.000410625656,0.000410625656
249.30,0.000002288265,0.000002288265,0.000000000000e+00,0.000412913921,0.000412913921
249.36,0.000000008835,0.000000008835,0.000000000000e+00,0.000412922756,0.000412922756
249.63,0.000000001178,0.000000001178,0.000000000000e+00,0.000412923934,0.000412923934
249.66,0.000001622106,0.000001622106,0.000000000000e+00,0.000414546040,0.000414546040
249.75,0.000000335340,0.000000335340,0.000000000000e+00,0.000414881380,0.000414881380
249.85,0.000000254448,0.000000254448,0.000000000000e+00,0.000415135828,0.000415135828
249.95,0.000000000589,0.000000000589,0.000000000000e+00,0.000415136417,0.000415136417
250.00,0.000008992263,0.000008992263,0.000000000000e+00,0.000424128680,0.000424128680
250.04,0.000003280730,0.000003280730,0.000000000000e+00,0.000427409410,0.000427409410
250.13,0.000000159758,0.000000159758,0.000000000000e+00,0.000427569168,0.000427569168
250.26,0.000000000589,0.000000000589,0.000000000000e+00,0.000427569757,0.000427569757
250.38,0.000000190836,0.000000190836,0.000000000000e+00,0.000427760593,0.000427760593
250.43,0.000000572508,0.000000572508,0.000000000000e+00,0.000428333101,0.000428333101
250.51,0.000001183890,0.000001183890,0.000000000000e+00,0.000429516991,0.000429516991
250.70,0.000102712176,0.000102712176,0.000000000000e+00,0.000532229167,0.000532229167
250.92,0.000001123812,0.000001123812,0.000000000000e+00,0.000533352979,0.000533352979
251.11,0.000000040641,0.000000040641,0.000000000000e+00,0.000533393620,0.000533393620
251.15,0.000047037540,0.000047037540,0.000000000000e+00,0.000580431160,0.000580431160
251.26,0.000007594566,0.000007594566,0.000000000000e+00,0.000588025726,0.000588025726
251.36,0.000000001104,0.000000001104,0.000000000000e+00,0.000588026830,0.000588026830
251.37,0.000000335340,0.000000335340,0.000000000000e+00,0.000588362170,0.000588362170
251.68,0.000000470022,0.000000470022,0.000000000000e+00,0.000588832192,0.000588832192
251.69,0.000000022971,0.000000022971,0.000000000000e+00,0.000588855163,0.000588855163
252.01,0.000003922740,0.000003922740,0.000000000000e+00,0.000592777903,0.000592777903
252.05,0.000000572508,0.000000572508,0.000000000000e+00,0.000593350411,0.000593350411
252.09,0.000000173166,0.000000173166,0.000000000000e+00,0.000593523577,0.000593523577
252.11,0.000000010602,0.000000010602,0.000000000000e+00,0.000593534179,0.000593534179
252.18,0.000003280730,0.000003280730,0.000000000000e+00,0.000596814909,0.000596814909
252.28,0.000005318670,0.000005318670,0.000000000000e+00,0.000602133579,0.000602133579
252.44,0.000001481085,0.000001481085,0.000000000000e+00,0.000603614664,0.000603614664
252.51,0.000000061845,0.000000061845,0.000000000000e+00,0.000603676509,0.000603676509
252.54,0.000000007068,0.000000007068,0.000000000000e+00,0.000603683577,0.000603683577
252.71,0.000016835976,0.000016835976,0.000000000000e+00,0.000620519553,0.000620519553
252.82,0.000000012369,0.000000012369,0.000000000000e+00,0.000620531922,0.000620531922
252.97,0.000000003534,0.000000003534,0.000000000000e+00,0.000620535456,0.000620535456
253.00,0.000000636120,0.000000636120,0.000000000000e+00,0.000621171576,0.000621171576
253.10,0.000000000483,0.000000000483,0.000000000000e+00,0.000621172059,0.000621172059
253.12,0.000002565684,0.000002565684,0.000000000000e+00,0.000623737743,0.000623737743
253.29,0.000047039307,0.000047039307,0.000000000000e+00,0.000670777050,0.000670777050
253.41,0.000176078016,0.000176078016,0.000000000000e+00,0.000846855066,0.000846855066
253.47,0.000000479274,0.000000479274,0.000000000000e+00,0.000847334340,0.000847334340
253.53,0.000005169825,0.000005169825,0.000000000000e+00,0.000852504165,0.000852504165
253.60,0.000000001767,0.000000001767,0.000000000000e+00,0.000852505932,0.000852505932
253.73,0.000000135470,0.000000135470,0.000000000000e+00,0.000852641402,0.000852641402
253.75,0.000000022195,0.000000022195,0.000000000000e+00,0.000852663597,0.000852663597
253.97,0.000013019256,0.000013019256,0.000000000000e+00,0.000865682853,0.000865682853
254.21,0.000008826165,0.000008826165,0.000000000000e+00,0.000874509018,0.000874509018
254.23,0.000020316015,0.000020316015,0.000000000000e+00,0.000894825033,0.000894825033
254.26,0.000000000552,0.000000000552,0.000000000000e+00,0.000894825585,0.000894825585
254.31,0.000000076570,0.000000076570,0.000000000000e+00,0.000894902155,0.000894902155
254.33,0.000001420668,0.000001420668,0.000000000000e+00,0.000896322823,0.000896322823
254.38,0.000003936876,0.000003936876,0.000000000000e+00,0.000900259699,0.000900259699
254.39,0.000000805752,0.000000805752,0.000000000000e+00,0.000901065451,0.000901065451
254.42,0.000005318670,0.000005318670,0.000000000000e+00,0.000906384121,0.000906384121
254.73,0.000000035340,0.000000035340,0.000000000000e+00,0.000906419461,0.000906419461
254.80,0.000000296856,0.000000296856,0.000000000000e+00,0.000906716317,0.000906716317
254.91,0.000034684443,0.000034684443,0.000000000000e+00,0.000941400760,0.000941400760
254.93,0.000232055280,0.000232055280,0.000000000000e+00,0.001173456040,0.001173456040
255.14,0.000000636120,0.000000636120,0.000000000000e+00,0.001174092160,0.001174092160
255.16,0.000000023560,0.000000023560,0.000000000000e+00,0.001174115720,0.001174115720
255.22,0.000000106020,0.000000106020,0.000000000000e+00,0.001174221740,0.001174221740
255.40,0.000006274617,0.000006274617,0.000000000000e+00,0.001180496357,0.001180496357
255.44,0.000000000345,0.000000000345,0.000000000000e+00,0.001180496702,0.001180496702
255.49,0.000073603278,0.000073603278,0.000000000000e+00,0.001254099980,0.001254099980
255.53,0.000000021204,0.000000021204,0.000000000000e+00,0.001254121184,0.001254121184
255.59,0.000000011780,0.000000011780,0.000000000000e+00,0.001254132964,0.001254132964
255.61,0.000396175536,0.000396175536,0.000000000000e+00,0.001650308500,0.001650308500
255.73,0.000000091125,0.000000091125,0.000000000000e+00,0.001650399625,0.001650399625
255.83,0.000000063612,0.000000063612,0.000000000000e+00,0.001650463237,0.001650463237
255.87,0.000000135470,0.000000135470,0.000000000000e+00,0.001650598707,0.001650598707
255.91,0.000001067800,0.000001067800,0.000000000000e+00,0.001651666507,0.001651666507
256.00,0.000003936876,0.000003936876,0.000000000000e+00,0.001655603383,0.001655603383
256.09,0.000001597580,0.000001597580,0.000000000000e+00,0.001657200963,0.001657200963
256.17,0.000029293326,0.000029293326,0.000000000000e+00,0.001686494289,0.001686494289
256.18,0.000000659870,0.000000659870,0.000000000000e+00,0.001687154159,0.001687154159
256.19,0.000000000345,0.000000000345,0.000000000000e+00,0.001687154504,0.001687154504
256.22,0.000000005890,0.000000005890,0.000000000000e+00,0.001687160394,0.001687160394
256.32,0.000000391230,0.000000391230,0.000000000000e+00,0.001687551624,0.001687551624
256.45,0.000000076570,0.000000076570,0.000000000000e+00,0.001687628194,0.001687628194
256.49,0.000021901965,0.000021901965,0.000000000000e+00,0.001709530159,0.001709530159
256.57,0.000000004646,0.000000004646,0.000000000000e+00,0.001709534805,0.001709534805
256.59,0.000001812942,0.000001812942,0.000000000000e+00,0.001711347747,0.001711347747
256.62,0.000006382404,0.000006382404,0.000000000000e+00,0.001717730151,0.001717730151
256.74,0.000000139725,0.000000139725,0.000000000000e+00,0.001717869876,0.001717869876
256.87,0.000000035340,0.000000035340,0.000000000000e+00,0.001717905216,0.001717905216
256.95,0.000000000000,0.000000000000,0.000000000000e+00,0.001717905216,0.001717905216
257.00,0.000000667926,0.000000667926,0.000000000000e+00,0.001718573142,0.001718573142
257.05,0.000000027945,0.000000027945,0.000000000000e+00,0.001718601087,0.001718601087
257.07,0.000017387869,0.000017387869,0.000000000000e+00,0.001735988956,0.001735988956
257.09,0.000000066585,0.000000066585,0.000000000000e+00,0.001736055541,0.001736055541
257.11,0.000056445048,0.000056445048,0.000000000000e+00,0.001792500589,0.001792500589
257.19,0.000086068803,0.000086068803,0.000000000000e+00,0.001878569392,0.001878569392
257.30,0.000000023560,0.000000023560,0.000000000000e+00,0.001878592952,0.001878592952
257.34,0.000000763344,0.000000763344,0.000000000000e+00,0.001879356296,0.001879356296
257.35,0.000000083835,0.000000083835,0.000000000000e+00,0.001879440131,0.001879440131
257.42,0.000000238545,0.000000238545,0.000000000000e+00,0.001879678676,0.001879678676
257.55,0.000000000207,0.000000000207,0.000000000000e+00,0.001879678883,0.001879678883
257.73,0.000000059489,0.000000059489,0.000000000000e+00,0.001879738372,0.001879738372
257.89,0.000983102256,0.000983102256,0.000000000000e+00,0.002862840628,0.002862840628
258.00,0.000000000069,0.000000000069,0.000000000000e+00,0.002862840697,0.002862840697
258.03,0.000000143127,0.000000143127,0.000000000000e+00,0.002862983824,0.002862983824
258.05,0.000000005890,0.000000005890,0.000000000000e+00,0.002862989714,0.002862989714
258.07,0.000000162564,0.000000162564,0.000000000000e+00,0.002863152278,0.002863152278
258.16,0.000060693505,0.000060693505,0.000000000000e+00,0.002923845783,0.002923845783
258.18,0.000249298962,0.000249298962,0.000000000000e+00,0.003173144745,0.003173144745
258.23,0.000001597580,0.000001597580,0.000000000000e+00,0.003174742325,0.003174742325
258.24,0.000006382404,0.000006382404,0.000000000000e+00,0.003181124729,0.003181124729
258.36,0.000000005890,0.000000005890,0.000000000000e+00,0.003181130619,0.003181130619
258.44,0.000000000000,0.000000000000,0.000000000000e+00,0.003181130619,0.003181130619
258.45,0.000072690846,0.000072690846,0.000000000000e+00,0.003253821465,0.003253821465
258.65,0.000000091884,0.000000091884,0.000000000000e+00,0.003253913349,0.003253913349
258.86,0.000238509071,0.000238509071,0.000000000000e+00,0.003492422420,0.003492422420
258.87,0.000004498782,0.000004498782,0.000000000000e+00,0.003496921202,0.003496921202
258.88,0.000000000874,0.000000000874,0.000000000000e+00,0.003496922076,0.003496922076
258.89,0.000000000000,0.000000000000,0.000000000000e+00,0.003496922076,0.003496922076
258.96,0.000000763344,0.000000763344,0.000000000000e+00,0.003497685420,0.003497685420
259.07,0.000000042408,0.000000042408,0.000000000000e+00,0.003497727828,0.003497727828
259.19,0.000000127575,0.000000127575,0.000000000000e+00,0.003497855403,0.003497855403
259.22,0.000000000000,0.000000000000,0.000000000000e+00,0.003497855403,0.003497855403
259.27,0.000870194490,0.000870194490,0.000000000000e+00,0.004368049893,0.004368049893
259.28,0.000001657446,0.000001657446,0.000000000000e+00,0.004369707339,0.004369707339
259.31,0.000028188951,0.000028188951,0.000000000000e+00,0.004397896290,0.004397896290
259.50,0.000000028272,0.000000028272,0.000000000000e+00,0.004397924562,0.004397924562
259.55,0.000000000000,0.000000000000,0.000000000000e+00,0.004397924562,0.004397924562
259.56,0.002724318192,0.002724318192,0.000000000000e+00,0.007122242754,0.007122242754
259.69,0.000000162564,0.000000162564,0.000000000000e+00,0.007122405318,0.007122405318
259.70,0.000000591945,0.000000591945,0.000000000000e+00,0.007122997263,0.007122997263
259.71,0.000000221950,0.000000221950,0.000000000000e+00,0.007123219213,0.007123219213
259.80,0.000000091675,0.000000091675,0.000000000000e+00,0.007123310888,0.007123310888
259.91,0.000000013938,0.000000013938,0.000000000000e+00,0.007123324826,0.007123324826
259.93,0.000000014136,0.000000014136,0.000000000000e+00,0.007123338962,0.007123338962
259.97,0.003419629158,0.003419629158,0.000000000000e+00,0.010542968120,0.010542968120
260.01,0.000000118389,0.000000118389,0.000000000000e+00,0.010543086509,0.010543086509
260.03,0.000003371436,0.000003371436,0.000000000000e+00,0.010546457945,0.010546457945
260.12,0.000201436822,0.000201436822,0.000000000000e+00,0.010747894767,0.010747894767
260.25,0.000000007068,0.000000007068,0.000000000000e+00,0.010747901835,0.010747901835
260.27,0.000000091884,0.000000091884,0.000000000000e+00,0.010747993719,0.010747993719
260.31,0.000000355167,0.000000355167,0.000000000000e+00,0.010748348886,0.010748348886
260.40,0.000098395395,0.000098395395,0.000000000000e+00,0.010846744281,0.010846744281
260.43,0.000001917096,0.000001917096,0.000000000000e+00,0.010848661377,0.010848661377
260.54,0.000012466774,0.000012466774,0.000000000000e+00,0.010861128151,0.010861128151
260.56,0.000000007068,0.000000007068,0.000000000000e+00,0.010861135219,0.010861135219
260.67,0.039059973216,0.039059973216,0.000000000000e+00,0.049921108435,0.049921108435
260.69,0.000000042408,0.000000042408,0.000000000000e+00,0.049921150843,0.049921150843
260.76,0.000000717991,0.000000717991,0.000000000000e+00,0.049921868834,0.049921868834
260.95,0.000004593022,0.000004593022,0.000000000000e+00,0.049926461856,0.049926461856
261.10,0.000386667309,0.000386667309,0.000000000000e+00,0.050313129165,0.050313129165
261.12,0.000011796492,0.000011796492,0.000000000000e+00,0.050324925657,0.050324925657
261.23,0.002888104956,0.002888104956,0.000000000000e+00,0.053213030613,0.053213030613
261.25,0.000000000368,0.000000000368,0.000000000000e+00,0.053213030981,0.053213030981
261.34,0.000000405821,0.000000405821,0.000000000000e+00,0.053213436802,0.053213436802
261.37,0.000001640365,0.000001640365,0.000000000000e+00,0.053215077167,0.053215077167
261.55,0.000000014136,0.000000014136,0.000000000000e+00,0.053215091303,0.053215091303
261.65,0.000178742652,0.000178742652,0.000000000000e+00,0.053393833955,0.053393833955
261.68,0.000000328073,0.000000328073,0.000000000000e+00,0.053394162028,0.053394162028
261.76,0.000000187302,0.000000187302,0.000000000000e+00,0.053394349330,0.053394349330
261.80,0.004416623568,0.004416623568,0.000000000000e+00,0.057810972898,0.057810972898
261.82,0.000046245924,0.000046245924,0.000000000000e+00,0.057857218822,0.057857218822
261.85,0.000002728145,0.000002728145,0.000000000000e+00,0.057859946967,0.057859946967
261.87,0.000000007068,0.000000007068,0.000000000000e+00,0.057859954035,0.057859954035
261.90,0.000000218700,0.000000218700,0.000000000000e+00,0.057860172735,0.057860172735
261.98,0.000000984219,0.000000984219,0.000000000000e+00,0.057861156954,0.057861156954
262.05,0.000001917096,0.000001917096,0.000000000000e+00,0.057863074050,0.057863074050
262.06,0.000065852556,0.000065852556,0.000000000000e+00,0.057928926606,0.057928926606
262.18,0.000000007068,0.000000007068,0.000000000000e+00,0.057928933674,0.057928933674
262.19,0.000000124868,0.000000124868,0.000000000000e+00,0.057929058542,0.057929058542
262.22,0.000000002622,0.000000002622,0.000000000000e+00,0.057929061164,0.057929061164
262.36,0.000326566338,0.000326566338,0.000000000000e+00,0.058255627502,0.058255627502
262.43,0.000001416545,0.000001416545,0.000000000000e+00,0.058257044047,0.058257044047
262.48,0.000023518770,0.000023518770,0.000000000000e+00,0.058280562817,0.058280562817
262.52,0.000528234048,0.000528234048,0.000000000000e+00,0.058808796865,0.058808796865
262.53,0.000000046460,0.000000046460,0.000000000000e+00,0.058808843325,0.058808843325
262.55,0.000009848669,0.000009848669,0.000000000000e+00,0.058818691994,0.058818691994
262.62,0.000000081624,0.000000081624,0.000000000000e+00,0.058818773618,0.058818773618
262.78,0.000020210946,0.000020210946,0.000000000000e+00,0.058838984564,0.058838984564
262.79,0.000004703754,0.000004703754,0.000000000000e+00,0.058843688318,0.058843688318
262.85,0.000000653790,0.000000653790,0.000000000000e+00,0.058844342108,0.058844342108
262.94,0.000000031217,0.000000031217,0.000000000000e+00,0.058844373325,0.058844373325
262.99,0.000000000161,0.000000000161,0.000000000000e+00,0.058844373486,0.058844373486
263.08,0.000039057768,0.000039057768,0.000000000000e+00,0.058883431254,0.058883431254
263.09,0.000014111262,0.000014111262,0.000000000000e+00,0.058897542516,0.058897542516
263.12,0.000008467174,0.000008467174,0.000000000000e+00,0.058906009690,0.058906009690
263.13,0.000005566639,0.000005566639,0.000000000000e+00,0.058911576329,0.058911576329
263.19,0.000007446138,0.000007446138,0.000000000000e+00,0.058919022467,0.058919022467
263.25,0.000112525505,0.000112525505,0.000000000000e+00,0.059031547972,0.059031547972
263.28,0.000000435860,0.000000435860,0.000000000000e+00,0.059031983832,0.059031983832
263.50,0.000002417256,0.000002417256,0.000000000000e+00,0.059034401088,0.059034401088
263.55,0.000002569218,0.000002569218,0.000000000000e+00,0.059036970306,0.059036970306
263.61,0.000002659335,0.000002659335,0.000000000000e+00,0.059039629641,0.059039629641
263.71,0.000000217930,0.000000217930,0.000000000000e+00,0.059039847571,0.059039847571
263.81,0.000008317858,0.000008317858,0.000000000000e+00,0.059048165429,0.059048165429
263.83,0.000063583728,0.000063583728,0.000000000000e+00,0.059111749157,0.059111749157
263.91,0.000000890568,0.000000890568,0.000000000000e+00,0.059112639725,0.059112639725
263.92,0.000000531867,0.000000531867,0.000000000000e+00,0.059113171592,0.059113171592
